"amount","denom","address"
"10_000","pizza","penumbrav2t13ahs2s8ms6q0utgetty3zflwteepg87gqm88sqqcdj2mjhhydkykwu6n7dk557x84aa9a6cqhdytw0zk33xjgmuedprrlunc86up6zps8juej9rpuuydjtk7jaxpmrw2a64mcf"
"100","cube","penumbrav2t13ahs2s8ms6q0utgetty3zflwteepg87gqm88sqqcdj2mjhhydkykwu6n7dk557x84aa9a6cqhdytw0zk33xjgmuedprrlunc86up6zps8juej9rpuuydjtk7jaxpmrw2a64mcf"
"1_000_000__000_000","upenumbra","penumbrav2t1uw03wyt49u7wm5wgu4nvkdt0v48fdaw5y4az4xlgmnp6ucs6th4xd0zg8wqxwndwfv286ktjwgemyhrxqu0d5qjf8dapr57l3k8yqs09vw9m5ywxsx9hjj2dj4qwnrl2qs6222"
"20_000","gm","penumbrav2t1uw03wyt49u7wm5wgu4nvkdt0v48fdaw5y4az4xlgmnp6ucs6th4xd0zg8wqxwndwfv286ktjwgemyhrxqu0d5qjf8dapr57l3k8yqs09vw9m5ywxsx9hjj2dj4qwnrl2qs6222"
"20_000","gn","penumbrav2t1uw03wyt49u7wm5wgu4nvkdt0v48fdaw5y4az4xlgmnp6ucs6th4xd0zg8wqxwndwfv286ktjwgemyhrxqu0d5qjf8dapr57l3k8yqs09vw9m5ywxsx9hjj2dj4qwnrl2qs6222"
"10_000","pizza","penumbrav2t1uw03wyt49u7wm5wgu4nvkdt0v48fdaw5y4az4xlgmnp6ucs6th4xd0zg8wqxwndwfv286ktjwgemyhrxqu0d5qjf8dapr57l3k8yqs09vw9m5ywxsx9hjj2dj4qwnrl2qs6222"
"100","cube","penumbrav2t1uw03wyt49u7wm5wgu4nvkdt0v48fdaw5y4az4xlgmnp6ucs6th4xd0zg8wqxwndwfv286ktjwgemyhrxqu0d5qjf8dapr57l3k8yqs09vw9m5ywxsx9hjj2dj4qwnrl2qs6222"
"1_000_000__000_000","upenumbra","penumbrav2t1w6em8sdx0467ug9kk0s0sng254tqjfk9gglv6ff7dq2v8arwekevkjte9udzmsj9l83mz74747tj0a49w2vhecxj7ac4upr5c5pvjqhsy7dwn422m8dgdekt7y4lmad0fg04dr"
"20_000","gm","penumbrav2t1w6em8sdx0467ug9kk0s0sng254tqjfk9gglv6ff7dq2v8arwekevkjte9udzmsj9l83mz74747tj0a49w2vhecxj7ac4upr5c5pvjqhsy7dwn422m8dgdekt7y4lmad0fg04dr"
"20_000","gn","penumbrav2t1w6em8sdx0467ug9kk0s0sng254tqjfk9gglv6ff7dq2v8arwekevkjte9udzmsj9l83mz74747tj0a49w2vhecxj7ac4upr5c5pvjqhsy7dwn422m8dgdekt7y4lmad0fg04dr"
"10_000","pizza","penumbrav2t1w6em8sdx0467ug9kk0s0sng254tqjfk9gglv6ff7dq2v8arwekevkjte9udzmsj9l83mz74747tj0a49w2vhecxj7ac4upr5c5pvjqhsy7dwn422m8dgdekt7y4lmad0fg04dr"
"100","cube","penumbrav2t1w6em8sdx0467ug9kk0s0sng254tqjfk9gglv6ff7dq2v8arwekevkjte9udzmsj9l83mz74747tj0a49w2vhecxj7ac4upr5c5pvjqhsy7dwn422m8dgdekt7y4lmad0fg04dr"
"1_000_000__000_000","upenumbra","penumbrav2t1jp4pryqqmh65pq8e7zwk6k2674vwhn4qqphxjk0vukxln0crmp2tdld0mhavuyrspwuajnsk5t5t33u2auxvheunr7qde4l068ez0euvtu08z7rwj6shlh64ndz0wvz7mfqdcd"
"20_000","gm","penumbrav2t1jp4pryqqmh65pq8e7zwk6k2674vwhn4qqphxjk0vukxln0crmp2tdld0mhavuyrspwuajnsk5t5t33u2auxvheunr7qde4l068ez0euvtu08z7rwj6shlh64ndz0wvz7mfqdcd"
"20_000","gn","penumbrav2t1jp4pryqqmh65pq8e7zwk6k2674vwhn4qqphxjk0vukxln0crmp2tdld0mhavuyrspwuajnsk5t5t33u2auxvheunr7qde4l068ez0euvtu08z7rwj6shlh64ndz0wvz7mfqdcd"
"10_000","pizza","penumbrav2t1jp4pryqqmh65pq8e7zwk6k2674vwhn4qqphxjk0vukxln0crmp2tdld0mhavuyrspwuajnsk5t5t33u2auxvheunr7qde4l068ez0euvtu08z7rwj6shlh64ndz0wvz7mfqdcd"
"100","cube","penumbrav2t1jp4pryqqmh65pq8e7zwk6k2674vwhn4qqphxjk0vukxln0crmp2tdld0mhavuyrspwuajnsk5t5t33u2auxvheunr7qde4l068ez0euvtu08z7rwj6shlh64ndz0wvz7mfqdcd"
"1_000_000__000_000","upenumbra","penumbrav2t1tyha9sze7g7552r4ue6fmna4xjng6fatmtmyxxe4j8lqz4wj5en85s34n0r0m4m0pxrdvr0teyalsgptrr6p69jtj6agxzjgyt5463htrjdymr0c5eclvvw5pax9589k882gke"
"20_000","gm","penumbrav2t1tyha9sze7g7552r4ue6fmna4xjng6fatmtmyxxe4j8lqz4wj5en85s34n0r0m4m0pxrdvr0teyalsgptrr6p69jtj6agxzjgyt5463htrjdymr0c5eclvvw5pax9589k882gke"
"20_000","gn","penumbrav2t1tyha9sze7g7552r4ue6fmna4xjng6fatmtmyxxe4j8lqz4wj5en85s34n0r0m4m0pxrdvr0teyalsgptrr6p69jtj6agxzjgyt5463htrjdymr0c5eclvvw5pax9589k882gke"
"10_000","pizza","penumbrav2t1tyha9sze7g7552r4ue6fmna4xjng6fatmtmyxxe4j8lqz4wj5en85s34n0r0m4m0pxrdvr0teyalsgptrr6p69jtj6agxzjgyt5463htrjdymr0c5eclvvw5pax9589k882gke"
"100","cube","penumbrav2t1tyha9sze7g7552r4ue6fmna4xjng6fatmtmyxxe4j8lqz4wj5en85s34n0r0m4m0pxrdvr0teyalsgptrr6p69jtj6agxzjgyt5463htrjdymr0c5eclvvw5pax9589k882gke"
"1_000_000__000_000","upenumbra","penumbrav2t1hum845ches70c8kp8zfx7nerjwfe653hxsrpgwepwtspcp4jy6ytnxhe5kwn56sku684x6zzqcwp5ycrkee5mmg9kdl3jkr5lqn2xq3kqxvp4d7gwqdue5jznk2ter2t66mk4n"
"20_000","gm","penumbrav2t1hum845ches70c8kp8zfx7nerjwfe653hxsrpgwepwtspcp4jy6ytnxhe5kwn56sku684x6zzqcwp5ycrkee5mmg9kdl3jkr5lqn2xq3kqxvp4d7gwqdue5jznk2ter2t66mk4n"
"20_000","gn","penumbrav2t1hum845ches70c8kp8zfx7nerjwfe653hxsrpgwepwtspcp4jy6ytnxhe5kwn56sku684x6zzqcwp5ycrkee5mmg9kdl3jkr5lqn2xq3kqxvp4d7gwqdue5jznk2ter2t66mk4n"
"10_000","pizza","penumbrav2t1hum845ches70c8kp8zfx7nerjwfe653hxsrpgwepwtspcp4jy6ytnxhe5kwn56sku684x6zzqcwp5ycrkee5mmg9kdl3jkr5lqn2xq3kqxvp4d7gwqdue5jznk2ter2t66mk4n"
"100","cube","penumbrav2t1hum845ches70c8kp8zfx7nerjwfe653hxsrpgwepwtspcp4jy6ytnxhe5kwn56sku684x6zzqcwp5ycrkee5mmg9kdl3jkr5lqn2xq3kqxvp4d7gwqdue5jznk2ter2t66mk4n"
"1_000_000__000_000","upenumbra","penumbrav2t1xap8sgefy9rl2nfvsse0h4y6c25hy2n20ymr5w7hs28m9xemt3tmz88atyulswumc32sv7h937wnfhyct282de66zm75nk6ywq3d4r32p5ju0cnscj2rraesnrxr9lvke9y6lw"
"20_000","gm","penumbrav2t1xap8sgefy9rl2nfvsse0h4y6c25hy2n20ymr5w7hs28m9xemt3tmz88atyulswumc32sv7h937wnfhyct282de66zm75nk6ywq3d4r32p5ju0cnscj2rraesnrxr9lvke9y6lw"
"20_000","gn","penumbrav2t1xap8sgefy9rl2nfvsse0h4y6c25hy2n20ymr5w7hs28m9xemt3tmz88atyulswumc32sv7h937wnfhyct282de66zm75nk6ywq3d4r32p5ju0cnscj2rraesnrxr9lvke9y6lw"
"10_000","pizza","penumbrav2t1xap8sgefy9rl2nfvsse0h4y6c25hy2n20ymr5w7hs28m9xemt3tmz88atyulswumc32sv7h937wnfhyct282de66zm75nk6ywq3d4r32p5ju0cnscj2rraesnrxr9lvke9y6lw"
"100","cube","penumbrav2t1xap8sgefy9rl2nfvsse0h4y6c25hy2n20ymr5w7hs28m9xemt3tmz88atyulswumc32sv7h937wnfhyct282de66zm75nk6ywq3d4r32p5ju0cnscj2rraesnrxr9lvke9y6lw"
"1_000_000__000_000","upenumbra","penumbrav2t1ashn9cn72t3m9lsy5dqnruj8h4sh8vjx3hfea2r9j77yllj9alwsu4dwhjfg6yqa42dqc4s9qlevxg9lt593t6t0kq0c3cqvrtrhc9ls3luuvyyh0ry2d0kaewccmwqwya3rsv"
"20_000","gm","penumbrav2t1ashn9cn72t3m9lsy5dqnruj8h4sh8vjx3hfea2r9j77yllj9alwsu4dwhjfg6yqa42dqc4s9qlevxg9lt593t6t0kq0c3cqvrtrhc9ls3luuvyyh0ry2d0kaewccmwqwya3rsv"
"20_000","gn","penumbrav2t1ashn9cn72t3m9lsy5dqnruj8h4sh8vjx3hfea2r9j77yllj9alwsu4dwhjfg6yqa42dqc4s9qlevxg9lt593t6t0kq0c3cqvrtrhc9ls3luuvyyh0ry2d0kaewccmwqwya3rsv"
"10_000","pizza","penumbrav2t1ashn9cn72t3m9lsy5dqnruj8h4sh8vjx3hfea2r9j77yllj9alwsu4dwhjfg6yqa42dqc4s9qlevxg9lt593t6t0kq0c3cqvrtrhc9ls3luuvyyh0ry2d0kaewccmwqwya3rsv"
"100","cube","penumbrav2t1ashn9cn72t3m9lsy5dqnruj8h4sh8vjx3hfea2r9j77yllj9alwsu4dwhjfg6yqa42dqc4s9qlevxg9lt593t6t0kq0c3cqvrtrhc9ls3luuvyyh0ry2d0kaewccmwqwya3rsv"
"1_000_000__000_000","upenumbra","penumbrav2t1f5h060qspaga3vvwf2mwak2dj6ugymxd2et5h6l3n0u2y57lcv4t7j2m8n75nm7qmhg4v3csexl5slm6tm5hg5wyw39fv2q0jnpwdjn3llduzgmg5d3efuqq6ymn76t0hvgage"
"20_000","gm","penumbrav2t1f5h060qspaga3vvwf2mwak2dj6ugymxd2et5h6l3n0u2y57lcv4t7j2m8n75nm7qmhg4v3csexl5slm6tm5hg5wyw39fv2q0jnpwdjn3llduzgmg5d3efuqq6ymn76t0hvgage"
"20_000","gn","penumbrav2t1f5h060qspaga3vvwf2mwak2dj6ugymxd2et5h6l3n0u2y57lcv4t7j2m8n75nm7qmhg4v3csexl5slm6tm5hg5wyw39fv2q0jnpwdjn3llduzgmg5d3efuqq6ymn76t0hvgage"
"10_000","pizza","penumbrav2t1f5h060qspaga3vvwf2mwak2dj6ugymxd2et5h6l3n0u2y57lcv4t7j2m8n75nm7qmhg4v3csexl5slm6tm5hg5wyw39fv2q0jnpwdjn3llduzgmg5d3efuqq6ymn76t0hvgage"
"100","cube","penumbrav2t1f5h060qspaga3vvwf2mwak2dj6ugymxd2et5h6l3n0u2y57lcv4t7j2m8n75nm7qmhg4v3csexl5slm6tm5hg5wyw39fv2q0jnpwdjn3llduzgmg5d3efuqq6ymn76t0hvgage"
"1_000_000__000_000","upenumbra","penumbrav2t1xsfq50zc8kctc6k8e0lr9uy7qeku3c3racv3f6keu0w9qk2cmfyfkm5dwqk50ffuftjjauz7zu436h6gde3p5yq8w5pkg9nken48qzpvfcvclpadmxkk9u9enfys7j9p8ml5y5"
"20_000","gm","penumbrav2t1xsfq50zc8kctc6k8e0lr9uy7qeku3c3racv3f6keu0w9qk2cmfyfkm5dwqk50ffuftjjauz7zu436h6gde3p5yq8w5pkg9nken48qzpvfcvclpadmxkk9u9enfys7j9p8ml5y5"
"20_000","gn","penumbrav2t1xsfq50zc8kctc6k8e0lr9uy7qeku3c3racv3f6keu0w9qk2cmfyfkm5dwqk50ffuftjjauz7zu436h6gde3p5yq8w5pkg9nken48qzpvfcvclpadmxkk9u9enfys7j9p8ml5y5"
"10_000","pizza","penumbrav2t1xsfq50zc8kctc6k8e0lr9uy7qeku3c3racv3f6keu0w9qk2cmfyfkm5dwqk50ffuftjjauz7zu436h6gde3p5yq8w5pkg9nken48qzpvfcvclpadmxkk9u9enfys7j9p8ml5y5"
"100","cube","penumbrav2t1xsfq50zc8kctc6k8e0lr9uy7qeku3c3racv3f6keu0w9qk2cmfyfkm5dwqk50ffuftjjauz7zu436h6gde3p5yq8w5pkg9nken48qzpvfcvclpadmxkk9u9enfys7j9p8ml5y5"
"1_000__000_000","upenumbra","penumbrav2t1009c7d8ud536gl6any07yh55el57wpthmr05us0j4prrxk07xu9cepc6a95nk6d4u3de4ke29zt0qg2e44vhqctp0dstqtec2xeq79qfnz5yl2my5rqk8p89vkfaspyhs4qqwl"
"1_000__000_000","upenumbra","penumbrav2t100dc8alnku5nwnq0e9yzgy0vktg3t4gp0umh9sfuzf6y2m7yymwkgqqfu2jhxnfrhahkms3fpatdzewlq44eadaamtqk53ff9umtq82cx4q0qf5mptwkj5du6jzaggmvkjc0k3"
"1_000__000_000","upenumbra","penumbrav2t100nj0jrh7yfqlxpdermhnrlrnnvk3nwgmlr7v4nrma4de6x40nf7xvyyzm37chnx62t2tcmpzmg0dcs9tjykhwjdu8lxqjvmnv6dpg85cy6t3sz6jfgn3umez94thk908e96rs"
"1_000__000_000","upenumbra","penumbrav2t100xjgl7kqmnhexjy4k0u8mnptdru062wn97z6eycfa2g5v8xcavkzzwwhl5gg03yvpq02hqyc3crmvrxv2cq7m5c82n5e7y5gevczll5jg8qe826mshgr352r07n8jftfknp3s"
"1_000__000_000","upenumbra","penumbrav2t102cs9zzpynxpr00ut2p8cjaryxft3k8pg69jv4ygmyz5u83y8jqrxjlje0q3cy9x99qyy6n8f58duvg35zhkeqm549gkg3fn9aqhp02e4ue6t98c2jac30hgc6mwu6d32455sk"
"1_000__000_000","upenumbra","penumbrav2t102jmc3nw5mc5j4jx403ekxuh8k5xuhslfptv889hm683yz5krnnhlwjya0lcwx62jaz9ueg5s97ykwmyygel62fhuap8rcgz282j2e7539jwfpxe8j69f2a85auw4hta0ra2mn"
"1_000__000_000","upenumbra","penumbrav2t102jpdycl9gzkege65hn78en48aajk987cwjn0gghgt38uxdmweck9u2m620lkp3cljzy85gfsnkrrtp5u9any6dnlzhrzwhn6cma5dwtx6dzu0uqucy5ye23s0yafe3ntj8cxn"
"1_000__000_000","upenumbra","penumbrav2t102q9d9lnvrjpvstk3ahsqmrzk5dak2v4ya6t7zwvrfxhgm68f8k4m2w4zsta76r6psahrcy3cmssam9wxjn3gursu96luyug05f6ccadgu8nk6yddl7ca8hcu53xrrzhgnvdlq"
"1_000__000_000","upenumbra","penumbrav2t102svf3dyswcs7xp0wfg5rjm94wue65v6hrua7gdkruh0wdccuyjvmg7ynkseuz69eq75dcuu7shaayex4kjlh0t4slvt9x7tv6nnhslcpulq3w5tt2k086a2qq5af5ggz4dkhc"
"1_000__000_000","upenumbra","penumbrav2t102xxnh28rkc5m2y9gl5c3ptsg4haygxkkzar3nw2xz85cck2ex3hp3l54cggwrar3dvmj9u0u2klucpg2rw079gkmaj9wv7fgwa0t47d9dmc5uzauf06d72vhy62ghlf0uhcyz"
"1_000__000_000","upenumbra","penumbrav2t1035j7sj3adasmjet6243s62j9tr8x3ayde5fvz7a8n0y3jcy9qe0w55l3shq3v0ec2vzqn4830ewlwny9k3xhawd0fy8jgyuqafcnlzeh5qefexrlevsd000xtc6w7wnqdhyg6"
"1_000__000_000","upenumbra","penumbrav2t1038ghkd5teame9g7lxnk4mmtqzejhp45y2ltnnlp28xxpkxygfacv7s88t23x8vn3js6utspjc3hhgl5229r7mmxnszwnpesnsee3k6txr48kwnunddzjgc6men06w4rd76e3r"
"1_000__000_000","upenumbra","penumbrav2t103e3vnr8pkl7qdcue8mjtg37lp8wfpsvagkf48grfy74ga6hd8hn2z3qdyy6rcdzx6fnqy7hwezp3w6ejqfnm5aal647dzcv5lle3m5xl4qfr5s2mprz04u4pna3zw22jf8cvr"
"1_000__000_000","upenumbra","penumbrav2t103g2uzdm97c538hk22sgf9py6n0k7ts5t6a8yt5zur8ayuk4wwufnt8x54r5hcu4vsnwc4xw6aanx4h6dqr9p39r8t2wfqmgh3nng4j6a4wjn8d9wl7zv05z0yg4swlg3ttyvy"
"1_000__000_000","upenumbra","penumbrav2t103pwgc4vdvakwzxnkhlxmmd2qllgqtglsvg2nkh6jnaa89qcyw3wkemw7wttf9e5mny4ggjn3sslgeggfvcf8708qq59juxyv493vw0s8sjvzjzv3cjjut0zt2e5hxjvcfprsp"
"1_000__000_000","upenumbra","penumbrav2t103y5ptys70xthjupawmwy95smnhh60tw395gjycxg4crcavdjxnllc0zct67v32r467w4ytnjrt93grv7nevc42f8vcx2c6sdk9npkd6afw8pl6497w767m5nsvyktnzw9u5rx"
"1_000__000_000","upenumbra","penumbrav2t10435dyh62vdl52j97xtevt0w8w0dutjpkxq6wpffv56qyra3zpk66umdzlklcdtffnmcdr78zx44pkhm9kxhqdpd7h2x57zwfhmkgft44l0a7jjxu0wgg8hsfg2w6fc42eqp5u"
"1_000__000_000","upenumbra","penumbrav2t1045a5qpz5xat8ksgc3vt2mvyawl2ua5gyn4x5zfrcawccvsy6dt5ve3sj93scp3nl0sddnqettxfjzacrtxraluvx6j8lkdl2gx60ea6cas8ch3skdvv8gwnygjw8s2976cf7x"
"1_000__000_000","upenumbra","penumbrav2t104hm8tuyn6xnzv99ee2g0zu7r0ewrcn3n57839qw0welmr3weq6serr2ztn6738ycadva48cetsf6x69htyjw93xzkt39lxpm242nlfdfm8e48njeakwql63f3xf589jpcswwq"
"1_000__000_000","upenumbra","penumbrav2t104zx3w5mxvp8mlse4akvg8k9fd8jf5tnsjd9jjcysurhxwn64g6dlfpa0n9973tz9az796hcf3kmtzysk7a04zawtczshx64ngrjdy22a4hvehhu6fln26224a3edak48yrlrt"
"1_000__000_000","upenumbra","penumbrav2t105j4q28fd063tc8n550cuqfwef4s6dhmzyzuf04r9v5tk3lrw45r368f2zyjsuuu5sz3yawwv37ddgmalmmhz6zskddh9pcrl44n3pw5jgnh5xf55plxaapwdpqlee0xk6nc4c"
"1_000__000_000","upenumbra","penumbrav2t105xn99fwms6gvk6t2jgg3a8mcfdatmk5vdlw87u6hhgsthjjgndmehwxt9t948zqsepraenzfxttzwdkzrpamk3ruxv026vh655g0kpyaptx5j8akll8ud9ejd84y7rzp2u3lz"
"1_000__000_000","upenumbra","penumbrav2t1063yee0dq5jegxnjtgn4f5hegcapxsknj26v0cv7a48tlv7hu8epx243f9luvdyaukfpj65mm5rx2j3a73nu30vuern4u8sq06asved6jvl5vh82rtx4ns352c0x65p6c9m94r"
"1_000__000_000","upenumbra","penumbrav2t106qkxaz9a7gf6yssw80uyqhxqepxlnnv43p7zf7cdxmd7dyhy75nv6sjm23xumee2xm790tux706ydtvy6mzsy2w30sfy20m0z078p3yfl6muqwsvzvw7uw5hwglpmsr0dhhj4"
"1_000__000_000","upenumbra","penumbrav2t106twmymt58kcsdfuz2w374hjj9q8f382zgzsr6y7pwnzxmp9yflfnlznql2vzc74807lv4uhee25pux9exzjfvyvrf6fd8a4assggpr33vetxm2sprc7qn6fyd62p0t73dkzku"
"1_000__000_000","upenumbra","penumbrav2t106uq27zj2ktsqver6j82crx5gk4f6vrwvelwnz2stfxarx47v3ng50t87agd4k7ctdq2w3gky63x6hffcv9ycchtm324zgglxg6p4yamtg7uzknvxvmw29k3grcm0rges65uyd"
"1_000__000_000","upenumbra","penumbrav2t107dw5ndlqpmmz6z0dacexphdy3huxsagan9gwdesnwscwcphgym44spn53xnz4csmrajenf6pt47f8ucwqx4acpv8dg646ky5mlq85luytu2u5jqmpnpt48klrc0800qal4eyr"
"1_000__000_000","upenumbra","penumbrav2t107hasmm64mlwl2kzcg8e99r9xrjfhsjegsef5nl65yvysv9xk3m3vhkr9vl03c0ew9zfrv68wlylx4wskq8w4f6q00mwen6rmsp2gjh62f4wcnpmpmnyqcdpwuc27g4vy88fd4"
"1_000__000_000","upenumbra","penumbrav2t107q320js7nq0cfca2pwqdzke5sy7v6cty7mqs9e0zrg6vt0tzmp5ee884ylm36ldjcum0zjde03ek0ywrrt0frd2p49ydkanw76wzs07z8qrpjv7knuatup93k3s20cyezy6fa"
"1_000__000_000","upenumbra","penumbrav2t107qpknd55aegv9l384gxc6mpkcrau0646akx02z8she3pxum276hlllsfy4y9m2yncnk0kfzzn9lk9kx6dmehjskxspyrk6x6jadqqtqqtegx4kztgp9m9pzytwjcdmalm0tnf"
"1_000__000_000","upenumbra","penumbrav2t10803lfs85k678x8g7nn6plyfk4k0gz6ng9cqdqwfskey036ftgkqf396ge805xuayn4pjy2cq9wtvkv045f0n4jsp3xnm3ca859s2f4ehxpz2tyxx0hccu6kxa05e23uh0nec3"
"1_000__000_000","upenumbra","penumbrav2t1080axy2zntq2r7ssmprudte09wpljk9rj9w22pv993cxdusrpfjthcrccmg5k42ugg3ekq6fkjz702v03k382wsyzk6gup4kcla4mt3xfvfm53ge5qcqdyxphjxf8su756nyrq"
"1_000__000_000","upenumbra","penumbrav2t108mrx4e04cqx9defjcsej5at3nmnuygp4areppmjssq9f4wmffq98x5ylv909er3685g4caqzyu64epslntwsyek3u8u3yvtnhuf6ez6dvqhllcrwvy4krqsu2xn3zuf40r2nw"
"1_000__000_000","upenumbra","penumbrav2t108mu5dwmsl56yeez9hvt0952pt3p335rka7qt5t4u4lvcsce8t9txz3w3ktyq3c28pnvvnfc7pgalu35kvpfn2hy40gycr3fukzal44du5n2cq9x94sesys9m5d86vdsl8gfv9"
"1_000__000_000","upenumbra","penumbrav2t108rwcj2n6kj88c3dprhpzwkvyhqem8jtrddfznk6dwsu2tqwnwefzygcerqw837jdwuekksf63dadregquz5q7nk4twh5vr9l5kh4pfdmyjepzvfqy2s60plmghv7wnmrzd5t2"
"1_000__000_000","upenumbra","penumbrav2t108xpq7csf7us5xtz3s3ymrrpa64hawhw4up8qm6cuk6ge4ghecvhxcar44e72tjfqxuesetp89zk9tv8yjz5pws2gkvdt9vhgk3p8ymegewc2lhk7p0cpkgpuae5a7wckel9kp"
"1_000__000_000","upenumbra","penumbrav2t108ynz8hhsgjl4yq9y5kv0ywhhgmjj9gyhyf9nrt8qvgvt0r0zfway6g8xe96pm3uffhjyagqwcg3aqk53jr9juhqdu9dcz4x2vw5swgr7tw7vphluv00ge9gvysvhkw06tcel8"
"1_000__000_000","upenumbra","penumbrav2t10945v329p2e246s8re69xj4rnqddtfdcxt8ck8at7mchea0sg29ay8f4qlt28dcht3x2258ylrpetjqawjs5mt7xq6hg8wdjrgw7hs0kt3rt50u3scdtx9a4k8yn8ht9azws6x"
"1_000__000_000","upenumbra","penumbrav2t109528sk0rn7k3lsd964d59qv2exn2w8mjhmwxhn5jx9smncmrkv5am5mdekd42c645uvqphckptyzs3f77r7a07ttyaj2t00x8vpmpqwdwnqq89j6ncagq5y5zs9l6jn5p5gpv"
"1_000__000_000","upenumbra","penumbrav2t1098nt3trtrftr5v2ljw7xf2anyxaqpyzvx9qymnkxuh5gce5zf9rpz5d2ksmaglhmhqz7esxujhpwc4u7q7mkth76gxnhq4lw0jk0gkm3wlspkkxvpmtcfrkvat6uv58f20wtk"
"1_000__000_000","upenumbra","penumbrav2t109qccnwp8zuvekq0623pg60fdanu2vetgnqyyx3usyhu7ak8pjzpazuxywcxfhqvvcy9062385efe3fasxaayczdql73rjjdju5gxapa0aeecc96sngjn7958ypa54rnsawkun"
"1_000__000_000","upenumbra","penumbrav2t10ap9gfej8cv9j5pu2xevlkhzvxsvkvltvjg80agtua3eukm8myx4utwy5lm3ndhya5ekgud84yr6huec39qnwrjzf0kma6t7eqhchwcv7t7ezu4clrads68pvlv8dygm2ycp2j"
"1_000__000_000","upenumbra","penumbrav2t10cgfkg8cjh9t7xvlpvftaf8fwdk7prfm82htmtd7fa6t9czrtgcq60rrlumvmydpl22r75qt5ut2l5jyjtjtwxw4yfnaa3wxrcrlrl3jk0u5xrsespqm4mucg7d7gvkqdl5670"
"1_000__000_000","upenumbra","penumbrav2t10cwv347znauvsrr9znfn0mhz5f76re3m4vt3hvgsu4evgnc35pjfrp7lxc9jqqkdnuv7sr5frmzf68g0s32rwpaent38032fvn036lw3s094kwzkzhpvy00mnxezj8f3026fkn"
"1_000__000_000","upenumbra","penumbrav2t10cy9cp9rdanuhdgnq6r8d7ar5pl2jfeqhfmrrrjjshva7zrlsaxsac0fx8y7swu5qqhj5cm66husjya2kqttcl9zdeptxk5z4d5suvrlsmfkm7xz0dnlpz0llmnw2jwh9aydp9"
